Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.6.1.1	Aspartate transaminase	1106.95	0.11069499754257099
1.4.3.5	Pyridoxal 5'-phosphate synthase	1097.92	0.1097919975626176
3.5.2.17	Hydroxyisourate hydrolase	1093.5	0.10934999757243
2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1091.56	0.10915599757673679
5.1.3.2	UDP-glucose 4-epimerase	1086.16	0.1086159975887248
3.6.1.55	8-oxo-dGTP diphosphatase	1074.28	0.10742799761509839
1.1.1.3	Homoserine dehydrogenase	1074.13	0.1074129976154314
1.1.1.274	2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	1071.89	0.1071889976204042
2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	1070.62	0.10706199762322358
1.3.99.1	Deleted entry	1070.09	0.10700899762440018
2.7.1.107	Diacylglycerol kinase (ATP)	1068.5	0.10684999762792999
4.1.1.83	4-hydroxyphenylacetate decarboxylase	1068.26	0.10682599762846277
2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	1053.49	0.10534899766125219
1.1.1.85	3-isopropylmalate dehydrogenase	1053.37	0.10533699766151858
2.3.1.266	[Ribosomal protein S18]-alanine N-acetyltransferase	1053.36	0.10533599766154077
4.2.1.9	Dihydroxy-acid dehydratase	1049.06	0.10490599767108677
6.3.2.2	Glutamate--cysteine ligase	1046.83	0.10468299767603738
2.4.1.25	4-alpha-glucanotransferase	1046.8	0.10467999767610399
5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	1040.41	0.1040409976902898
2.7.1.76	Deoxyadenosine kinase	1033.26	0.1033259977061628
4.1.2.40	Tagatose-bisphosphate aldolase	1031.56	0.10315599770993678
4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)	1019.91	0.1019909977357998
2.7.8.33	N-acetylglucosaminephosphotransferase	1012.44	0.1012439977523832
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	1011.24	0.1011239977550472
5.3.1.6	Ribose-5-phosphate isomerase	1010.83	0.10108299775595739
3.2.1.26	Beta-fructofuranosidase	1008.4	0.100839997761352
3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase	1004.96	0.10049599776898879
4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	1004.96	0.10049599776898879
3.6.3.17	Transferred entry 7.5.2.8	998.28	0.09982799778381839
2.3.1.54	Formate C-acetyltransferase	997.97	0.0997969977845066
1.1.1.169	2-dehydropantoate 2-reductase	992.257	0.09922569779718944
2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	990.574	0.09905739780092572
3.1.26.8	Ribonuclease M5	961.761	0.09617609786489056
2.6.1.85	Aminodeoxychorismate synthase	955.254	0.09552539787933612
2.4.1.21	Starch synthase	953.725	0.09537249788273049
3.4.11.2	Membrane alanyl aminopeptidase	947.907	0.09479069789564645
4.1.1.33	Diphosphomevalonate decarboxylase	946.728	0.09467279789826383
2.4.2.14	Amidophosphoribosyltransferase	946.413	0.09464129789896314
4.3.1.3	Histidine ammonia-lyase	942.014	0.09420139790872892
5.1.99.6	NAD(P)H-hydrate epimerase	937.787	0.09377869791811286
3.6.3.4	Transferred entry 7.2.2.9	934.79	0.09347899792476619
5.3.1.8	Mannose-6-phosphate isomerase	933.86	0.09338599792683079
5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	927.619	0.0927618979406858
1.1.1.95	Phosphoglycerate dehydrogenase	925.391	0.09253909794563196
1.17.1.9	Formate dehydrogenase	925.326	0.09253259794577627
4.1.1.37	Uroporphyrinogen decarboxylase	917.86	0.09178599796235079
1.1.1.36	Acetoacetyl-CoA reductase	910.996	0.09109959797758888
2.3.2.6	Lysine/arginine leucyltransferase	901.203	0.09012029799932933
3.2.1.41	Pullulanase	898.514	0.08985139800529891
1.20.4.3	Mycoredoxin	896.23	0.0896229980103694
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	893.649	0.08936489801609922
1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	892.82	0.0892819980179396
1.16.1.1	Mercury(II) reductase	883.648	0.08836479803830144
3.1.1.61	Protein-glutamate methylesterase	875.243	0.08752429805696053
2.1.1.77	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	869.646	0.08696459806938586
2.4.1.58	Lipopolysaccharide glucosyltransferase I	867.174	0.0867173980748737
3.1.1.41	Cephalosporin-C deacetylase	864.111	0.08641109808167358
2.7.1.60	N-acylmannosamine kinase	864.101	0.08641009808169578
1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	862.7	0.086269998084806
6.3.3.3	Dethiobiotin synthase	861.571	0.08615709808731237
2.3.1.274	Phosphate acyltransferase	860.183	0.08601829809039373
1.2.1.8	Betaine-aldehyde dehydrogenase	852.285	0.08522849810792729
3.4.22.40	Bleomycin hydrolase	846.547	0.08465469812066564
3.2.1.1	Alpha-amylase	837.786	0.08377859814011507
1.17.4.2	Ribonucleoside-triphosphate reductase (thioredoxin)	835.48	0.08354799814523439
2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase	833.075	0.08330749815057349
2.6.1.9	Histidinol-phosphate transaminase	829.267	0.08292669815902726
3.2.2.8	Ribosylpyrimidine nucleosidase	828.417	0.08284169816091425
4.1.99.17	Phosphomethylpyrimidine synthase	826.767	0.08267669816457725
4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	813.793	0.08137929819337954
2.7.11.32	[Pyruvate, phosphate dikinase] kinase	812.16	0.0812159981970048
2.7.4.27	([Pyruvate, phosphate dikinase] phosphate) phosphotransferase	812.16	0.0812159981970048
6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	808.699	0.0808698982046882
4.2.3.5	Chorismate synthase	805.204	0.08052039821244711
2.7.1.4	Fructokinase	801.32	0.0801319982210696
2.6.1.17	Succinyldiaminopimelate transaminase	799.817	0.07998169822440625
2.5.1.9	Riboflavin synthase	797.788	0.07977879822891062
2.8.1.1	Thiosulfate sulfurtransferase	791.287	0.07912869824334286
6.3.2.7	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	789.887	0.07898869824645084
1.6.5.2	NAD(P)H dehydrogenase (quinone)	787.716	0.07877159825127047
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	778.621	0.07786209827146137
3.6.3.3	Transferred entry 7.2.2.21	774.947	0.07749469827961766
3.6.5.3	Protein-synthesizing GTPase	774.771	0.07747709828000837
6.3.4.21	Nicotinate phosphoribosyltransferase	770.543	0.07705429828939453
5.3.1.26	Galactose-6-phosphate isomerase	770.451	0.07704509828959878
2.7.7.27	Glucose-1-phosphate adenylyltransferase	766.796	0.07667959829771287
5.4.2.8	Phosphomannomutase	763.195	0.0763194983057071
2.8.1.4	tRNA uracil 4-sulfurtransferase	756.829	0.0756828983198396
6.3.1.20	Lipoate--protein ligase	745.136	0.07451359834579807
3.1.3.2	Acid phosphatase	744.619	0.07446189834694582
3.6.1.13	ADP-ribose diphosphatase	741.446	0.07414459835398989
3.4.11.7	Glutamyl aminopeptidase	741.069	0.07410689835482681
3.4.24.75	Lysostaphin	721.319	0.0721318983986718
2.7.1.45	2-dehydro-3-deoxygluconokinase	709.164	0.07091639842565592
2.7.1.92	5-dehydro-2-deoxygluconokinase	709.164	0.07091639842565592
4.1.3.38	Aminodeoxychorismate lyase	708.625	0.0708624984268525
5.4.2.10	Phosphoglucosamine mutase	706.312	0.07063119843198735
4.1.3.3	N-acetylneuraminate lyase	705.991	0.07059909843269997
1.2.1.79	Succinate-semialdehyde dehydrogenase (NADP(+))	704.282	0.07042819843649395
2.7.1.66	Undecaprenol kinase	704.277	0.07042769843650507
3.4.24.55	Pitrilysin	702.139	0.07021389844125141
1.2.3.3	Pyruvate oxidase	698.982	0.06989819844825995
3.4.14.11	Xaa-Pro dipeptidyl-peptidase	693.391	0.06933909846067197
1.2.1.60	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	693.18	0.06931799846114038
5.1.1.7	Diaminopimelate epimerase	682.726	0.06827259848434827
2.1.1.191	23S rRNA (cytosine(1962)-C(5))-methyltransferase	680.753	0.06807529848872833
3.2.2.9	Adenosylhomocysteine nucleosidase	678.544	0.06785439849363231
1.20.4.1	Arsenate reductase (glutaredoxin)	678.042	0.06780419849474675
3.2.1.17	Lysozyme	673.286	0.06732859850530507
1.4.3.19	Glycine oxidase	667.003	0.06670029851925333
4.2.1.51	Prephenate dehydratase	665.995	0.0665994985214911
3.5.1.103	deacetylase	661.978	0.06619779853040883
3.5.1.18	Succinyl-diaminopimelate desuccinylase	661.668	0.06616679853109703
1.8.4.14	L-methionine (R)-S-oxide reductase	652.201	0.06522009855211378
2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	650.803	0.06508029855521733
2.5.1.29	Geranylgeranyl diphosphate synthase	642.951	0.06429509857264877
1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	638.214	0.06382139858316492
2.4.1.18	1,4-alpha-glucan branching enzyme	637.141	0.06371409858554697
1.14.14.3	Bacterial luciferase	636.351	0.06363509858730078
4.1.3.27	Anthranilate synthase	634.793	0.06347929859075954
1.8.7.1	Assimilatory sulfite reductase (ferredoxin)	630.737	0.06307369859976385
2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase	626.755	0.0626754986086039
4.2.1.80	2-oxopent-4-enoate hydratase	624.302	0.06243019861404956
3.2.2.23	DNA-formamidopyrimidine glycosylase	621.364	0.062136398620571916
6.3.2.17	Tetrahydrofolate synthase	620.641	0.062064098622176975
5.4.99.5	Chorismate mutase	619.767	0.06197669862411726
2.6.1.2	Alanine transaminase	610.43	0.061042998644845387
2.4.1.166	Raffinose--raffinose alpha-galactosyltransferase	607.577	0.060757698651179054
5.1.3.4	L-ribulose-5-phosphate 4-epimerase	606.445	0.0606444986536921
2.7.1.85	Beta-glucoside kinase	604.757	0.060475698657439445
1.1.1.6	Glycerol dehydrogenase	604.464	0.06044639865808992
5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	603.905	0.060390498659330896
2.7.1.49	Hydroxymethylpyrimidine kinase	600.705	0.06007049866643489
2.7.4.7	Phosphooxymethylpyrimidine kinase	600.705	0.06007049866643489
6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)	598.946	0.05989459867033988
2.7.9.1	Pyruvate, phosphate dikinase	598.532	0.05985319867125896
4.1.1.5	Acetolactate decarboxylase	596.027	0.05960269867682006
1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	595.007	0.059500698679084446
5.4.99.62	D-ribose pyranase	594.105	0.059410498681086894
4.2.1.75	Uroporphyrinogen-III synthase	590.396	0.05903959868932087
2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	587.124	0.05871239869658472
6.3.4.15	Biotin--[biotin carboxyl-carrier protein] ligase	583.207	0.058320698705280456
2.4.1.57	Transferred entry 2.4.1.345	582.746	0.058274598706303866
2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase	581.456	0.058145598709167676
2.7.8.7	Holo-[acyl-carrier-protein] synthase	577.625	0.05776249871767249
2.1.1.74	(NAD(P)H-oxidizing)	575.849	0.057584898721615214
2.7.6.2	Thiamine diphosphokinase	568.966	0.056896598736895475
1.5.1.34	6,7-dihydropteridine reductase	567.096	0.05670959874104687
2.3.1.275	Acyl phosphate:glycerol-3-phosphate acyltransferase	565.252	0.056525198745140545
1.6.5.11	NADH dehydrogenase (quinone)	560.861	0.05608609875488857
3.6.3.44	Transferred entry 7.6.2.2	555.138	0.05551379876759364
2.1.3.1	Methylmalonyl-CoA carboxytransferase	553.457	0.055345698771325454
1.14.13.107	Limonene 1,2-monooxygenase	551.949	0.05519489877467321
3.5.1.1	Asparaginase	547.213	0.05472129878518713
1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	546.952	0.05469519878576655
1.1.1.69	Gluconate 5-dehydrogenase	546.952	0.05469519878576655
4.2.1.79	2-methylcitrate dehydratase	536.998	0.05369979880786444
2.1.1.148	Thymidylate synthase (FAD)	535.687	0.053568698810774855
3.5.4.30	dCTP deaminase (dUMP-forming)	531.972	0.05319719881902215
2.1.1.173	23S rRNA (guanine(2445)-N(2))-methyltransferase	530.088	0.053008798823204625
2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase	529.854	0.05298539882372412
3.6.3.31	Transferred entry 7.6.2.11	529.758	0.052975798823937235
3.5.4.25	GTP cyclohydrolase II	529.623	0.05296229882423695
3.5.2.9	5-oxoprolinase (ATP-hydrolyzing)	527.803	0.05278029882827734
3.4.21.107	Peptidase Do	518.89	0.0518889988480642
3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	518.017	0.051801698850002256
4.1.3.39	4-hydroxy-2-oxovalerate aldolase	516.057	0.051605698854353454
2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	513.998	0.05139979885892444
3.2.1.8	Endo-1,4-beta-xylanase	512.545	0.0512544988621501
1.14.13.7	Phenol 2-monooxygenase (NADPH)	511.111	0.05111109886533357
3.2.1.180	Unsaturated chondroitin disaccharide hydrolase	510.982	0.051098198865619955
2.7.7.42	[Glutamine synthetase] adenylyltransferase	507.85	0.050784998872573
2.7.7.89	[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	507.85	0.050784998872573
2.7.1.30	Glycerol kinase	501.659	0.05016589888631701
3.6.3.20	Transferred entry 7.6.2.10	501.194	0.05011939888734932
2.3.1.89	Tetrahydrodipicolinate N-acetyltransferase	496.802	0.049680198897099556
2.3.1.128	Transferred entry 2.3.1.267	492.419	0.04924189890682982
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	489.081	0.04890809891424018
2.4.1.41	Polypeptide N-acetylgalactosaminyltransferase	487.119	0.048711898918595814
2.7.9.3	Selenide, water dikinase	483.877	0.04838769892579305
2.1.1.226	23S rRNA (cytidine(1920)-2'-O)-methyltransferase	482.975	0.048297498927795494
1.13.12.16	Nitronate monooxygenase	481.899	0.048189898930184216
1.11.1.1	NADH peroxidase	475.71	0.047570998943923797
3.4.11.1	Leucyl aminopeptidase	475.562	0.04755619894425236
3.4.11.10	Bacterial leucyl aminopeptidase	475.562	0.04755619894425236
6.3.2.3	Glutathione synthase	474.803	0.04748029894593733
5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase	474.089	0.04740889894752241
4.1.3.30	Methylisocitrate lyase	473.381	0.04733809894909417
2.7.7.59	[Protein-PII] uridylyltransferase	466.964	0.046696398963339915
2.1.1.178	16S rRNA (cytosine(1407)-C(5))-methyltransferase	463.707	0.04637069897057045
2.4.2.46	Galactan 5-O-arabinofuranosyltransferase	456.899	0.04568989898568422
3.4.11.5	Prolyl aminopeptidase	455.163	0.045516298989538136
1.1.1.27	L-lactate dehydrogenase	452.747	0.045274698994901656
3.4.13.9	Xaa-Pro dipeptidase	450.393	0.045039299000127535
2.4.1.250	D-inositol-3-phosphate glycosyltransferase	444.986	0.044498599012131074
3.4.21.110	C5a peptidase	436.321	0.04363209903136738
2.4.2.22	Xanthine phosphoribosyltransferase	434.816	0.043481599034708475
2.3.1.16	Acetyl-CoA C-acyltransferase	434.463	0.04344629903549214
4.2.3.1	Threonine synthase	431.076	0.04310759904301128
2.7.7.56	tRNA nucleotidyltransferase	426.442	0.042644199053298755
2.3.3.13	2-isopropylmalate synthase	426.214	0.042621399053804916
2.1.1.172	16S rRNA (guanine(1207)-N(2))-methyltransferase	425.706	0.04257059905493268
2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	424.906	0.042490599056708676
5.4.99.16	Maltose alpha-D-glucosyltransferase	424.354	0.042435399057934114
3.2.1.98	Glucan 1,4-alpha-maltohexaosidase	413.432	0.04134319908218096
2.4.1.287	galactofuranosyltransferase	412.921	0.041292099083315374
2.7.1.50	Hydroxyethylthiazole kinase	408.389	0.040838899093376416
3.2.2.1	Purine nucleosidase	402.659	0.040265899106097014
3.1.3.74	Pyridoxal phosphatase	402.155	0.04021549910721589
1.4.3.10	Putrescine oxidase	400.709	0.040070899110426016
1.8.4.8	Phosphoadenylyl-sulfate reductase (thioredoxin)	395.93	0.039592999121035394
1.7.1.6	Azobenzene reductase	395.403	0.03954029912220534
1.2.1.9	Glyceraldehyde-3-phosphate dehydrogenase (NADP(+))	395.345	0.0395344991223341
3.2.1.86	6-phospho-beta-glucosidase	394.793	0.03947929912355954
1.2.5.1	Pyruvate dehydrogenase (quinone)	393.984	0.03939839912535551
2.5.1.30	Heptaprenyl diphosphate synthase	393.383	0.039338299126689735
1.1.1.90	Aryl-alcohol dehydrogenase	390.578	0.039057799132916834
2.4.2.47	Arabinofuranan 3-O-arabinosyltransferase	387.034	0.038703399140784515
1.1.1.65	Pyridoxine 4-dehydrogenase	385.211	0.03852109914483158
1.3.1.43	Arogenate dehydrogenase	385.198	0.03851979914486044
1.1.5.3	Glycerol-3-phosphate dehydrogenase	377.508	0.03775079916193224
2.7.4.2	Phosphomevalonate kinase	374.364	0.037436399168911914
1.8.1.15	Mycothione reductase	373.997	0.03739969916972666
3.2.1.21	Beta-glucosidase	373.494	0.03734939917084332
3.4.21.88	Repressor LexA	368.734	0.03687339918141051
1.18.1.3	Ferredoxin--NAD(+) reductase	362.498	0.03624979919525444
1.3.98.1	Dihydroorotate oxidase (fumarate)	361.998	0.036199799196364436
2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase	360.539	0.03605389919960341
2.6.1.22	(S)-3-amino-2-methylpropionate transaminase	360.539	0.03605389919960341
3.6.1.11	Exopolyphosphatase	360.042	0.03600419920070676
4.1.2.9	Phosphoketolase	358.452	0.03584519920423655
1.20.9.1	Arsenate reductase (azurin)	357.179	0.035717899207062614
3.6.3.32	Transferred entry 7.6.2.9	356.658	0.03566579920821924
6.3.1.1	Aspartate--ammonia ligase	353.84	0.035383999214475194
1.14.13.83	Precorrin-3B synthase	350.407	0.035040699222096454
2.6.1.13	Ornithine aminotransferase	345.304	0.034530399233425116
3.5.4.4	Adenosine deaminase	343.518	0.034351799237390034
2.5.1.56	N-acetylneuraminate synthase	343.22	0.0343219992380516
1.6.5.3	Transferred entry 7.1.1.2	343.069	0.03430689923838682
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	341.991	0.034199099240779976
3.2.2.4	AMP nucleosidase	341.737	0.034173699241343856
2.7.1.2	Glucokinase	341.179	0.034117899242582614
2.4.1.289	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	339.646	0.033964599245985876
2.7.1.15	Ribokinase	339.272	0.033927199246816156
1.1.99.1	Choline dehydrogenase	338.918	0.033891799247602036
2.7.10.2	Non-specific protein-tyrosine kinase	337.68	0.0337679992503504
5.3.3.2	Isopentenyl-diphosphate Delta-isomerase	334.12	0.0334119992582536
1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	332.976	0.03329759926079327
1.1.1.14	L-iditol 2-dehydrogenase	332.848	0.03328479926107744
2.3.1.1	Amino-acid N-acetyltransferase	332.461	0.03324609926193658
2.3.1.35	Glutamate N-acetyltransferase	332.461	0.03324609926193658
6.3.5.4	Asparagine synthase (glutamine-hydrolyzing)	330.384	0.033038399266547516
2.7.7.53	ATP adenylyltransferase	328.146	0.03281459927151588
2.3.1.31	Homoserine O-acetyltransferase	321.488	0.03214879928629663
3.1.3.6	3'-nucleotidase	318.803	0.03188029929225734
4.2.1.22	Cystathionine beta-synthase	318.628	0.031862799292645835
1.3.3.4	Protoporphyrinogen oxidase	311.314	0.031131399308882916
2.7.1.35	Pyridoxal kinase	310.854	0.031085399309904112
1.4.1.4	Glutamate dehydrogenase (NADP(+))	310.67	0.0310669993103126
1.1.1.79	Glyoxylate reductase (NADP(+))	307.06	0.0307059993183268
2.7.1.31	Glycerate 3-kinase	306.097	0.030609699320464655
2.1.1.156	Glycine/sarcosine N-methyltransferase	305.455	0.030545499321889897
1.14.99.48	Heme oxygenase (staphylobilin-producing)	303.643	0.030364299325912537
1.1.3.21	Glycerol-3-phosphate oxidase	303.113	0.03031129932708914
4.1.99.22	GTP 3',8-cyclase	302.555	0.030255499328327898
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	299.376	0.029937599335385274
3.1.3.12	Trehalose-phosphatase	298.898	0.02988979933644644
6.2.1.25	Benzoate--CoA ligase	295.359	0.029535899344303018
2.3.2.3	Lysyltransferase	294.635	0.029463499345910298
3.1.1.83	Monoterpene epsilon-lactone hydrolase	292.753	0.029275299350088334
6.2.1.26	o-succinylbenzoate--CoA ligase	291.375	0.029137499353147498
3.6.3.28	Transferred entry 7.3.2.2	289.626	0.028962599357030275
4.6.1.17	Cyclic pyranopterin monophosphate synthase	289.255	0.028925499357853896
1.8.1.7	Glutathione-disulfide reductase	285.634	0.02856339936589252
6.3.1.13	ligase	280.793	0.028079299376639538
6.4.1.3	Propionyl-CoA carboxylase	278.834	0.027883399380988518
2.10.1.1	Molybdopterin molybdotransferase	270.224	0.027022399400102714
5.4.2.7	Phosphopentomutase	267.651	0.026765099405814778
1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase	266.389	0.02663889940861642
3.4.17.13	Muramoyltetrapeptide carboxypeptidase	265.64	0.026563999410279197
4.2.1.113	o-succinylbenzoate synthase	264.962	0.026496199411784358
2.1.1.220	tRNA (adenine(58)-N(1))-methyltransferase	263.531	0.02635309941496118
2.6.1.11	Acetylornithine transaminase	260.627	0.02606269942140806
3.6.3.42	Transferred entry 7.5.2.3	260.151	0.02601509942246478
4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	260.039	0.026003899422713413
1.3.8.1	Short-chain acyl-CoA dehydrogenase	259.708	0.02597079942344824
1.3.8.6	Glutaryl-CoA dehydrogenase (ETF)	259.708	0.02597079942344824
2.7.8.35	N-acetylglucosaminephosphotransferase	259.642	0.025964199423594753
3.5.99.2	Aminopyrimidine aminohydrolase	257.77	0.025776999427750594
3.2.1.93	Alpha,alpha-phosphotrehalase	252.708	0.025270799438988235
1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating)	252.257	0.02522569943998946
2.3.2.16	Lipid II:glycine glycyltransferase	248.299	0.02482989944877622
1.1.2.3	L-lactate dehydrogenase (cytochrome)	241.912	0.024191199462955358
4.1.99.3	Deoxyribodipyrimidine photo-lyase	239.297	0.023929699468760657
4.2.1.55	3-hydroxybutyryl-CoA dehydratase	230.514	0.02305139948825892
2.3.1.n2	Transferred entry 2.3.1.274	230.434	0.02304339948843652
3.2.2.20	DNA-3-methyladenine glycosylase I	227.108	0.02271079949582024
1.1.1.108	Carnitine 3-dehydrogenase	226.812	0.02268119949647736
2.7.1.191	Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase	223.079	0.022307899504764618
2.7.1.12	Gluconokinase	221.899	0.022189899507384217
4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase	221.532	0.02215319950819896
1.1.1.28	D-lactate dehydrogenase	220.706	0.022070599510032676
3.5.1.4	Amidase	216.952	0.021695199518366556
3.5.2.12	6-aminohexanoate-cyclic-dimer hydrolase	216.952	0.021695199518366556
3.2.1.18	Exo-alpha-sialidase	213.025	0.0213024995270845
2.1.1.224	23S rRNA (adenine(2503)-C(8))-methyltransferase	212.248	0.021224799528809436
1.5.1.7	Saccharopine dehydrogenase (NAD(+), L-lysine-forming)	207.996	0.02079959953824888
5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase	207.618	0.020761799539088036
4.4.1.21	S-ribosylhomocysteine lyase	202.884	0.02028839954959752
1.10.2.2	Transferred entry 7.1.1.8	200.667	0.02006669955451926
1.1.1.22	UDP-glucose 6-dehydrogenase	196.371	0.01963709956405638
3.4.11.24	Aminopeptidase S	192.646	0.019264599572325878
2.7.7.43	N-acylneuraminate cytidylyltransferase	191.914	0.019191399573950916
2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	181.131	0.018113099597889176
6.4.1.1	Pyruvate carboxylase	177.83	0.017782999605217398
1.2.1.68	Coniferyl-aldehyde dehydrogenase	174.745	0.017474499612066097
7.1.2.2	H(+)-transporting two-sector ATPase	173.658	0.01736579961447924
4.2.2.1	Hyaluronate lyase	172.442	0.01724419961717876
1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	167.819	0.016781899627441817
1.14.13.25	Methane monooxygenase (soluble)	167.136	0.01671359962895808
2.3.1.189	Mycothiol synthase	166.556	0.01665559963024568
2.4.1.64	Alpha,alpha-trehalose phosphorylase	160.278	0.016027799644182838
2.4.1.8	Maltose phosphorylase	160.278	0.016027799644182838
2.3.1.168	Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase	127.904	0.012790399716053119
3.6.3.36	Transferred entry 7.6.2.7	110.076	0.01100759975563128
2.7.7.61	Citrate lyase holo-[acyl-carrier protein] synthase	89.2317	0.008923169801905625
6.4.1.7	2-oxoglutarate carboxylase	75.6432	0.007564319832072095
1.13.11.27	4-hydroxyphenylpyruvate dioxygenase	72.3093	0.0072309298394733525
4.3.1.12	Ornithine cyclodeaminase	65.2909	0.0065290898550542
3.6.3.27	Transferred entry 7.3.2.1	59.9984	0.0059998398668035515
4.1.1.21	Phosphoribosylaminoimidazole carboxylase	22.6427	0.002264269949733206
